content,created_at,date,likeCount,media,outlinks,quoteCount,quotedTweet,replyCount,retweetCount,retweetedTweet,url,id,conversationId
"We left a playbook. He ignored it.

We created an office to prepare for pandemics. He gutted it.

We had CDC officials in China to detect and contain outbreaks. He pulled them out.

Trump can try and shift blame all he wants, but the fact is his actions left us unprepared. https://t.co/NdsINZ307m",Sat May 02 19:29:01 +0000 2020,2020-05-02 19:29:01+00:00,142121,,['https://twitter.com/voxdotcom/status/1255950102335717379'],3351,https://twitter.com/voxdotcom/status/1255950102335717379,7504,50891,,https://twitter.com/JoeBiden/status/1256667024912244736,1256667024912244736,1256667024912244736
Mi corazón y el de Jill están con Puerto Rico a raíz de los terremotos de hoy. Mientras la isla enfrenta el impacto de este suceso y la pandemia del COVID-19 tenemos que asegurarnos que reciban los recursos y la asistencia que necesitan para recuperarse lo más pronto posible.,Sat May 02 18:37:00 +0000 2020,2020-05-02 18:37:00+00:00,11005,,[],216,,933,2084,,https://twitter.com/JoeBiden/status/1256653934837538816,1256653934837538816,1256653934837538816
"My heart and Jill's are with the people of Puerto Rico in the wake of another damaging earthquake. As the island grapples with both the impact of this earthquake and this pandemic, we need to ensure they get the resources and assistance needed to recover as soon as possible.",Sat May 02 18:35:00 +0000 2020,2020-05-02 18:35:00+00:00,44097,,[],377,,1065,8280,,https://twitter.com/JoeBiden/status/1256653431705497601,1256653431705497601,1256653431705497601
"To @USWNT: don’t give up this fight. This is not over yet.

To @USSoccer: equal pay, now. Or else when I'm president, you can go elsewhere for World Cup funding. https://t.co/XK6t9oM94k",Sat May 02 17:28:16 +0000 2020,2020-05-02 17:28:16+00:00,30650,,['https://twitter.com/AndrewDasNYT/status/1256365761758744577'],2137,https://twitter.com/AndrewDasNYT/status/1256365761758744577,2552,5708,,https://twitter.com/JoeBiden/status/1256636638144446466,1256636638144446466,1256636638144446466
"On March 6th, Donald Trump said: “Anybody that wants a test can get a test.”

It was a lie then, and it's still not true nearly two months later. It's a disgrace, and it's slowing efforts to reopen safely.

This administration needs to act immediately to surge testing nationwide.",Sat May 02 14:55:00 +0000 2020,2020-05-02 14:55:00+00:00,54927,,[],621,,2879,12619,,https://twitter.com/JoeBiden/status/1256598066800611329,1256598066800611329,1256598066800611329
"When we come together and act as one America, there's not a single thing we cannot accomplish.",Sat May 02 00:03:00 +0000 2020,2020-05-02 00:03:00+00:00,63210,,[],1237,,6809,8891,,https://twitter.com/JoeBiden/status/1256373587784630278,1256373587784630278,1256373587784630278
No one should have to pay for coronavirus treatment. Period. https://t.co/GBchrVZmDz,Fri May 01 22:50:00 +0000 2020,2020-05-01 22:50:00+00:00,20135,,['https://news.gallup.com/poll/309224/avoid-care-likely-covid-due-cost.aspx'],323,,1636,4327,,https://twitter.com/JoeBiden/status/1256355216934547456,1256355216934547456,1256355216934547456
"I'll say what Donald Trump won't: The Confederate flag, swastikas, and other symbols of hate that have been used in these protests have no place in America. The president should encourage folks to follow Gov. Whitmer’s public health orders — not sow further discord and division. https://t.co/fZrHELiXVh",Fri May 01 19:37:23 +0000 2020,2020-05-01 19:37:23+00:00,97920,,['https://twitter.com/realDonaldTrump/status/1256202305680158720'],2452,https://twitter.com/realDonaldTrump/status/1256202305680158720,9655,25615,,https://twitter.com/JoeBiden/status/1256306743585370112,1256306743585370112,1256306743585370112
"As we mark the beginning of Asian Pacific American Heritage Month, @DrBiden and I extend our best wishes to AANHPI communities across America. We look forward to celebrating your extraordinary accomplishments and contributions in the month ahead.",Fri May 01 18:20:00 +0000 2020,2020-05-01 18:20:00+00:00,7658,,[],54,,598,1513,,https://twitter.com/JoeBiden/status/1256287268962254852,1256287268962254852,1256287268962254852
"When we emerge from this crisis, we can't just go back to the way things were before. We have to build a better future for all.

We can and will transform this nation — together.",Fri May 01 18:00:00 +0000 2020,2020-05-01 18:00:00+00:00,46733,,[],646,,3489,7773,,https://twitter.com/JoeBiden/status/1256282238393565184,1256282238393565184,1256282238393565184
"This crisis isn't about you, Mr. President. It's about the American people. https://t.co/3a4ppJ964Y",Fri May 01 15:15:00 +0000 2020,2020-05-01 15:15:00+00:00,42078,"[Video(thumbnailUrl='https://pbs.twimg.com/media/EW8PKEKWAAAsznI.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1256239137427984384/vid/480x480/C7Eyy71KLUMgGH6k.mp4?tag=13', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1256239137427984384/vid/320x320/gINucJWxu93Kk8Xn.mp4?tag=13', bitrate=432000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1256239137427984384/pl/NZLQTeM_JZ9Ic_yc.m3u8?tag=13', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1256239137427984384/vid/720x720/U9_4z8q8D7wXVJJX.mp4?tag=13', bitrate=1280000)], duration=64.856, type='video')]",[],1266,,2698,14969,,https://twitter.com/JoeBiden/status/1256240712036712453,1256240712036712453,1256240712036712453
"We need more tests. Our front line workers need protective equipment. Americans need additional economic relief.

Yet the Trump Administration is spending time and energy on President Trump's wasteful border wall.

Unbelievable. https://t.co/RY12LJAYGS",Fri May 01 01:00:00 +0000 2020,2020-05-01 01:00:00+00:00,12768,,['https://www.politico.com/news/2020/04/28/pentagon-money-border-wall-216156'],240,,1263,4297,,https://twitter.com/JoeBiden/status/1256025544346517504,1256025544346517504,1256025544346517504
"The number is overwhelming, but each one represents a life thrown into uncertainty, a family unable to make ends meet, and a community worried about how it will recover.

We have to do more to help them. Now. https://t.co/TBtbqj5Kbw",Fri May 01 00:30:39 +0000 2020,2020-05-01 00:30:39+00:00,11251,,['https://twitter.com/NPR/status/1255839296206123009'],93,https://twitter.com/NPR/status/1255839296206123009,848,2734,,https://twitter.com/JoeBiden/status/1256018159997464578,1256018159997464578,1256018159997464578
"- More than 60,000 people in the U.S. have died
- 30 million have filed for unemployment
- At least 1 million have gotten sick

Enough with the late night Twitter tantrums, Mr. President. It's time for you to step up and lead.",Fri May 01 00:00:00 +0000 2020,2020-05-01 00:00:00+00:00,84190,,[],1356,,6332,16379,,https://twitter.com/JoeBiden/status/1256010445745344512,1256010445745344512,1256010445745344512
"Instead of preparing our country to fight COVID-19, Donald Trump wasted months and promised it would miraculously go away by April.

He was wrong. And we're all paying the price. https://t.co/R0tDbI1WZr",Thu Apr 30 22:33:00 +0000 2020,2020-04-30 22:33:00+00:00,15590,"[Video(thumbnailUrl='https://pbs.twimg.com/media/EW4p6_9UcAAcJhR.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1255986596035190784/vid/480x270/Iq1Yj3JVO9Wcn99X.mp4?tag=13', bitrate=288000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1255986596035190784/vid/1280x720/5rgoZXggiKg_gNJM.mp4?tag=13', bitrate=2176000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1255986596035190784/vid/640x360/RcnkcEkUvDHBQ6Qk.mp4?tag=13', bitrate=832000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1255986596035190784/pl/lcJ4rFeTTESuXGq_.m3u8?tag=13', bitrate=None)], duration=43.544, type='video')]",[],360,,1408,5347,,https://twitter.com/JoeBiden/status/1255988550522351620,1255988550522351620,1255988550522351620
An open and independent press is more important than ever in times like this. They deserve to be treated with respect — not belittled with schoolyard taunts from this president. https://t.co/eIiJO6uJfr,Thu Apr 30 20:50:08 +0000 2020,2020-04-30 20:50:08+00:00,44097,,['https://twitter.com/realDonaldTrump/status/1255714490554953736'],1253,https://twitter.com/realDonaldTrump/status/1255714490554953736,6676,8516,,https://twitter.com/JoeBiden/status/1255962665903697920,1255962665903697920,1255962665903697920
"Donald Trump either read his daily briefings and ignored the warnings, or didn't read them at all. Either way, it's a complete and unjustifiable dereliction of duty. https://t.co/LVzlxWFTAd",Thu Apr 30 19:17:28 +0000 2020,2020-04-30 19:17:28+00:00,41807,,['https://twitter.com/PhilipRucker/status/1254889812219265026'],523,https://twitter.com/PhilipRucker/status/1254889812219265026,2285,11106,,https://twitter.com/JoeBiden/status/1255939345497849860,1255939345497849860,1255939345497849860
I’ve been a big fan of Megan’s for years and can’t wait to join her this afternoon. You can watch our chat live at 2:45 PM ET: https://t.co/RQzAg1XvVf https://t.co/tLxJeqr1w3,Thu Apr 30 18:29:44 +0000 2020,2020-04-30 18:29:44+00:00,5097,,"['https://joe.link/2VRzEUZ', 'https://twitter.com/mPinoe/status/1255656690969608193']",55,https://twitter.com/mPinoe/status/1255656690969608193,629,940,,https://twitter.com/JoeBiden/status/1255927332768034819,1255927332768034819,1255927332768034819
"We may be physically apart, but we are all in this together. https://t.co/VNiMtbfItu",Thu Apr 30 17:00:01 +0000 2020,2020-04-30 17:00:01+00:00,10077,"[Video(thumbnailUrl='https://pbs.twimg.com/media/EU9Vhn6XYAMZKGJ.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1247307876709826563/vid/480x480/paCW1j_qycWazZjA.mp4?tag=13', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1247307876709826563/vid/720x720/A0sMGicOXrPNmiqu.mp4?tag=13', bitrate=1280000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1247307876709826563/vid/320x320/1iiuhFGjmKwy9cYG.mp4?tag=13', bitrate=432000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1247307876709826563/pl/QH8CmMVr6uZR7jtg.m3u8?tag=13', bitrate=None)], duration=69.027, type='video')]",[],177,,879,2576,,https://twitter.com/JoeBiden/status/1255904752199536646,1255904752199536646,1255904752199536646
"As president, I promise you I'll honor all those we've lost from COVID-19. https://t.co/9N00PTSNHw",Thu Apr 30 15:40:00 +0000 2020,2020-04-30 15:40:00+00:00,27196,"[Video(thumbnailUrl='https://pbs.twimg.com/amplify_video_thumb/1255883045674143747/img/roSu_f_ycQMnBNiD.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1255883045674143747/vid/320x320/bFnuf68I1h6md_2U.mp4?tag=13', bitrate=432000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1255883045674143747/pl/Z0haDJgABHoU55wU.m3u8?tag=13', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1255883045674143747/vid/720x720/fwoZtFMWGICisWTV.mp4?tag=13', bitrate=1280000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1255883045674143747/vid/480x480/r8jkaDiaRCCt8eM8.mp4?tag=13', bitrate=832000)], duration=39.248, type='video')]",[],1022,,4155,5685,,https://twitter.com/JoeBiden/status/1255884615744516097,1255884615744516097,1255884615744516097
"The climate emergency isn't just a threat to our environment, it's a threat to our health, economy, and so much more. We have to get Donald Trump out of the White House and take action to combat it before it's too late. https://t.co/08paP9Ii3C",Thu Apr 30 14:14:53 +0000 2020,2020-04-30 14:14:53+00:00,17834,,['https://twitter.com/CNN/status/1255504553199443979'],211,https://twitter.com/CNN/status/1255504553199443979,1447,4331,,https://twitter.com/JoeBiden/status/1255863198156304385,1255863198156304385,1255863198156304385
"In the middle of a global pandemic, the Trump Administration is still working to gut the Affordable Care Act and rip health care away from millions. It's morally reprehensible.

They need to drop the lawsuit immediately. https://t.co/yc6azeqLVs",Thu Apr 30 01:30:00 +0000 2020,2020-04-30 01:30:00+00:00,11195,"[Video(thumbnailUrl='https://pbs.twimg.com/media/EWzuG3fWsAAXj24.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1255639697113653249/vid/320x320/61apOIZ_gs0jxqNG.mp4?tag=13', bitrate=432000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1255639697113653249/vid/720x720/zmCcUNofTlkLM_I9.mp4?tag=13', bitrate=1280000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1255639697113653249/pl/-9Lgpib1CSf7VKr2.m3u8?tag=13', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1255639697113653249/vid/480x480/fRwkFF4AGsoh373n.mp4?tag=13', bitrate=832000)], duration=63.417, type='video')]",[],217,,1691,3235,,https://twitter.com/JoeBiden/status/1255670706463006731,1255670706463006731,1255670706463006731
"With rent due in a few days and folks across the country worried they won't be able to make their payments, it's clear more needs to be done to provide relief. We need to freeze rent immediately for people who have lost their jobs and place a temporary ban on evictions.",Thu Apr 30 00:45:00 +0000 2020,2020-04-30 00:45:00+00:00,47001,,[],850,,4052,9379,,https://twitter.com/JoeBiden/status/1255659381565214723,1255659381565214723,1255659381565214723
"The words of a president matter — and Donald Trump has used his to downplay COVID-19, pass blame onto others, and mislead the American people. I will do the opposite. https://t.co/6ZViv3tdW7",Wed Apr 29 23:59:00 +0000 2020,2020-04-29 23:59:00+00:00,20758,"[Video(thumbnailUrl='https://pbs.twimg.com/media/EWzsGtzXsAUjnHX.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1255637324966375428/vid/480x480/YVO2dGmOyrH2jc7A.mp4?tag=13', bitrate=832000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1255637324966375428/pl/YpdBLJw3Y7wpXb29.m3u8?tag=13', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1255637324966375428/vid/720x720/P3hLS7UY95b-exBI.mp4?tag=13', bitrate=1280000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1255637324966375428/vid/320x320/lQ6w-ENY_PVrm52J.mp4?tag=13', bitrate=432000)], duration=83.125, type='video')]",[],452,,2115,6362,,https://twitter.com/JoeBiden/status/1255647805118377985,1255647805118377985,1255647805118377985
"The Trump Admin failed to provide enough testing, PPE, and safety enforcement. Workers have gotten sick, plants have closed, and the meat supply is at risk. It's past time workers have the protections they need to stay healthy and do their job safely. https://t.co/tD0Rc7P4mJ",Wed Apr 29 23:16:00 +0000 2020,2020-04-29 23:16:00+00:00,20834,,['https://www.washingtonpost.com/business/2020/04/28/trump-meat-plants-dpa/'],330,,1535,5746,,https://twitter.com/JoeBiden/status/1255636983793082370,1255636983793082370,1255636983793082370
"""I wish he were president right now, but I can't wait until he is if all of us do our part to support the kind of person that we want back in the White House."" — @HillaryClinton

Join us: https://t.co/gnaFCACYrW https://t.co/xyy85Q0R6e",Wed Apr 29 21:25:00 +0000 2020,2020-04-29 21:25:00+00:00,11432,"[Video(thumbnailUrl='https://pbs.twimg.com/media/EWzPZCrWoAYPFgQ.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1255605795296772098/vid/480x480/g0LakJhgjKU7Nhw9.mp4?tag=13', bitrate=832000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1255605795296772098/pl/tM2MzvbJWMtuKVLZ.m3u8?tag=13', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1255605795296772098/vid/720x720/h1KFm_GV0sx-M-90.mp4?tag=13', bitrate=1280000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1255605795296772098/vid/320x320/LADGw0617rZDOyQR.mp4?tag=13', bitrate=432000)], duration=55.333, type='video')]",['http://JoeBiden.com/Join'],157,,1188,2289,,https://twitter.com/JoeBiden/status/1255609049867051015,1255609049867051015,1255609049867051015
"Wear a mask in public.
Read your daily briefings.
Listen to the experts.

This really isn't rocket science. It's common sense.",Wed Apr 29 19:36:00 +0000 2020,2020-04-29 19:36:00+00:00,147021,,[],2126,,8503,24167,,https://twitter.com/JoeBiden/status/1255581619160784897,1255581619160784897,1255581619160784897
"Throughout our history, we have emerged from every crisis stronger than before — and we will again.",Wed Apr 29 17:55:00 +0000 2020,2020-04-29 17:55:00+00:00,37311,,[],457,,2409,5365,,https://twitter.com/JoeBiden/status/1255556201653219328,1255556201653219328,1255556201653219328
"We owe a profound debt of gratitude to the health care workers on the front lines of this fight. I checked in with Monica, an ICU Nurse, to talk about how she's getting through this and to thank her for all she's doing: https://t.co/PLuEZWO5aQ",Wed Apr 29 16:05:00 +0000 2020,2020-04-29 16:05:00+00:00,22899,"[Video(thumbnailUrl='https://pbs.twimg.com/amplify_video_thumb/1255527906819833857/img/bTINaVULFQcLeM-P.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1255527906819833857/vid/320x320/lefTl1VAUmgavXhZ.mp4?tag=13', bitrate=432000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1255527906819833857/vid/720x720/xUvEK8im99KTy4y_.mp4?tag=13', bitrate=1280000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1255527906819833857/pl/P1ED7Y2E4FgXrxhX.m3u8?tag=13', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1255527906819833857/vid/480x480/a-HITjEtTqSzhVtk.mp4?tag=13', bitrate=832000)], duration=171.071, type='video')]",[],625,,1095,6327,,https://twitter.com/JoeBiden/status/1255528519670652928,1255528519670652928,1255528519670652928
"I couldn't agree with @HillaryClinton more. We need a president who will listen to the science, bring us together, and lead with compassion and heart. If I have the honor of being elected, that's the exact kind of president I will be. https://t.co/g7z1C8SH7e",Wed Apr 29 13:45:00 +0000 2020,2020-04-29 13:45:00+00:00,31954,"[Video(thumbnailUrl='https://pbs.twimg.com/amplify_video_thumb/1255491855430672385/img/Hr-_hVDEq8LHaINM.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1255491855430672385/vid/480x480/NPAxkBjSqI1znNni.mp4?tag=13', bitrate=832000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1255491855430672385/pl/OdTgFR6RFBrh6QIU.m3u8?tag=13', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1255491855430672385/vid/720x720/hcDgvQc9jlrxRbnl.mp4?tag=13', bitrate=1280000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1255491855430672385/vid/320x320/LRDou_lIKewPdym4.mp4?tag=13', bitrate=432000)], duration=71.78, type='video')]",[],392,,2626,6408,,https://twitter.com/JoeBiden/status/1255493286988406784,1255493286988406784,1255493286988406784
"Let me be very clear: No one is expendable.

We shouldn’t allow rationing of health care that discriminates based on age or disability.",Wed Apr 29 00:00:00 +0000 2020,2020-04-29 00:00:00+00:00,74829,,[],1261,,5619,12485,,https://twitter.com/JoeBiden/status/1255285668911230981,1255285668911230981,1255285668911230981
"The fact is there has been so much unnecessary death in this country. If we had listened to the experts and heeded their warnings, it could have been stopped short. But Donald Trump failed to act — and now the American people are paying the price. https://t.co/oXeANYvD7T",Tue Apr 28 21:50:30 +0000 2020,2020-04-28 21:50:30+00:00,31630,"[Video(thumbnailUrl='https://pbs.twimg.com/media/EWuNOkjX0AAVQ2F.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1255251640019533824/vid/320x320/H-YCACk6sp-gANJ6.mp4?tag=13', bitrate=432000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1255251640019533824/pl/GzhAlCY3THfc5hsR.m3u8?tag=13', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1255251640019533824/vid/480x480/_YSEWHl484kT1F2O.mp4?tag=13', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1255251640019533824/vid/720x720/dmlQUiNKwCDK8-Jd.mp4?tag=13', bitrate=1280000)], duration=30.03, type='video')]",[],890,,4011,10524,,https://twitter.com/JoeBiden/status/1255253079798222848,1255253079798222848,1255253079798222848
"I’ve known @HillaryClinton for years, and know that her dedication and passion for bettering our country are second to none. I’m grateful for her endorsement and for her friendship — and look forward to working alongside her to get Donald Trump out of the White House. https://t.co/rv3BuW2BUx",Tue Apr 28 20:34:00 +0000 2020,2020-04-28 20:34:00+00:00,34400,"[Photo(previewUrl='https://pbs.twimg.com/media/EWt8IZLXYAUUBBT?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EWt8IZLXYAUUBBT?format=jpg&name=large', type='photo')]",[],843,,4099,5342,,https://twitter.com/JoeBiden/status/1255233827657654277,1255233827657654277,1255233827657654277
"COVID-19 is affecting the entire nation, but the impact doesn’t look the same for everyone. I'm hosting a town hall on how COVID-19 is impacting women — and I'll be joined by special guest Hillary Clinton. Tune in now to watch: https://t.co/sQBaHGHgRQ",Tue Apr 28 19:05:21 +0000 2020,2020-04-28 19:05:21+00:00,12176,,['https://www.pscp.tv/w/cXckcTFvUEVMQkJiT2xyS2R8MU1ueG5RRXBkTUVKT_HLRUXlGjvqnktCkdCqTNVge007lYrhH5MHR1TJwaGF'],528,,2894,3495,,https://twitter.com/JoeBiden/status/1255211518167142400,1255211518167142400,1255211518167142400
"If you're excited too, join us at 3 PM ET: https://t.co/xk0GcSpr50",Tue Apr 28 17:14:37 +0000 2020,2020-04-28 17:14:37+00:00,9578,,['http://JoeBiden.com/Live'],210,,1418,1584,,https://twitter.com/JoeBiden/status/1255183652943773697,1255183652943773697,1255183480859824129
(I'm with her.) https://t.co/jLPeaGv5Mo,Tue Apr 28 17:13:56 +0000 2020,2020-04-28 17:13:56+00:00,84901,,['https://twitter.com/HillaryClinton/status/1255180025843892227'],4839,https://twitter.com/HillaryClinton/status/1255180025843892227,10524,10006,,https://twitter.com/JoeBiden/status/1255183480859824129,1255183480859824129,1255183480859824129
"We're months into this crisis and workers still don't have enough protective equipment, there still aren't enough tests, and the death toll continues to rise.

The President should spend less time congratulating himself and more time doing his job. https://t.co/lVJAcHySwH",Tue Apr 28 16:38:00 +0000 2020,2020-04-28 16:38:00+00:00,21104,,['https://www.nytimes.com/interactive/2020/04/26/us/politics/trump-coronavirus-briefings-analyzed.html?smid=tw-nytimes&smtyp=cur'],344,,1519,6265,,https://twitter.com/JoeBiden/status/1255174436363268097,1255174436363268097,1255174436363268097
"We are months into this crisis, and health care workers still don’t have the protective equipment they need. It’s a national disgrace. https://t.co/WnSdlPfJYR",Tue Apr 28 14:25:00 +0000 2020,2020-04-28 14:25:00+00:00,31344,,['https://www.politico.com/news/2020/04/26/trump-ppe-fake-news-207523'],520,,2430,9322,,https://twitter.com/JoeBiden/status/1255140965444182016,1255140965444182016,1255140965444182016
"Tomorrow afternoon, I'll be hosting a town hall on how COVID-19 is impacting women — and I'll be joined by a special guest. Tune in at 3 PM ET to watch: https://t.co/xk0GcSpr50 https://t.co/nw44aea7UP",Tue Apr 28 01:10:00 +0000 2020,2020-04-28 01:10:00+00:00,7874,"[Photo(previewUrl='https://pbs.twimg.com/media/EWpoNAjWkAQ-xOP?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EWpoNAjWkAQ-xOP?format=jpg&name=large', type='photo')]",['http://JoeBiden.com/Live'],447,,2792,2333,,https://twitter.com/JoeBiden/status/1254940897130811393,1254940897130811393,1254940897130811393
"The Trump Administration could have helped prevent this. But once again, they failed to take action — and now the American people are paying the price. https://t.co/OzNIJpxn2k",Tue Apr 28 00:05:07 +0000 2020,2020-04-28 00:05:07+00:00,37105,,['https://twitter.com/politico/status/1254410106952912897'],491,https://twitter.com/politico/status/1254410106952912897,2318,10616,,https://twitter.com/JoeBiden/status/1254924567971274752,1254924567971274752,1254924567971274752
"Testing is the springboard we need to help get our economy safely up and running again. Trump could rapidly scale it up. He hasn’t. Instead, he’s passed blame and pushed sole responsibility to governors.

We've got to do better. https://t.co/qtjjC5shEJ",Mon Apr 27 22:30:00 +0000 2020,2020-04-27 22:30:00+00:00,28262,,['https://www.bloomberg.com/amp/news/articles/2020-04-27/biden-calls-for-more-virus-testing-public-health-jobs-corps'],568,,2165,6852,,https://twitter.com/JoeBiden/status/1254900631787245571,1254900631787245571,1254900631787245571
Join Senator Kamala Harris and Symone Sanders for a town hall addressing the impact and disparities of COVID-19 in the Black community. Tune in now: https://t.co/coThZJGoej,Mon Apr 27 19:38:25 +0000 2020,2020-04-27 19:38:25+00:00,7499,,['https://www.pscp.tv/w/cXXasTFvUEVMQkJiT2xyS2R8MXZPR3dvYVplRUxHQpTQPxS2rUjKTWFQO1hZUBtumqxZVVp1A4LP6nDmAcdK'],204,,1466,2114,,https://twitter.com/JoeBiden/status/1254857452656267264,1254857452656267264,1254857452656267264
"COVID-19 can hit anyone, anywhere — but it doesn’t affect every community equally. This afternoon, join Senator @KamalaHarris and @SymoneDSanders for a discussion on its disproportionate impact on communities of color.

Tune in at 3:30 PM ET: https://t.co/xk0GcSpr50 https://t.co/lzco7XHP53",Mon Apr 27 16:15:00 +0000 2020,2020-04-27 16:15:00+00:00,7000,"[Photo(previewUrl='https://pbs.twimg.com/media/EWn2R9CXYAEiY_P?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EWn2R9CXYAEiY_P?format=jpg&name=large', type='photo')]",['http://JoeBiden.com/Live'],117,,972,2062,,https://twitter.com/JoeBiden/status/1254806260324749315,1254806260324749315,1254806260324749315
"We want our country to get moving and healthy again. But we must take the necessary, rational steps, grounded in science, to do so safely, so COVID-19 doesn’t come roaring back. https://t.co/ivYeRgrf4q",Mon Apr 27 14:42:00 +0000 2020,2020-04-27 14:42:00+00:00,18736,,['https://medium.com/@JoeBiden/statement-by-vice-president-joe-biden-and-the-biden-for-president-public-health-advisory-committee-6407f37c93da'],196,,1124,4369,,https://twitter.com/JoeBiden/status/1254782856074637319,1254782856074637319,1254782856074637319
"I'm incredibly honored by @SpeakerPelosi's endorsement and grateful for her historic leadership in Congress. 

Together, we helped pass Obamacare and together we can not only bring this country back from the brink from this current crisis, but transform it. https://t.co/nJG599w7lU",Mon Apr 27 12:55:48 +0000 2020,2020-04-27 12:55:48+00:00,42224,,['https://twitter.com/TeamPelosi/status/1254708114399600640'],461,https://twitter.com/TeamPelosi/status/1254708114399600640,2693,8572,,https://twitter.com/JoeBiden/status/1254756132746379266,1254756132746379266,1254756132746379266
America has always met every big challenge with an even bigger solution — this moment should be no different. We need an infrastructure program that will combat climate change and create good-paying jobs at the same time.,Mon Apr 27 00:00:00 +0000 2020,2020-04-27 00:00:00+00:00,35344,,[],490,,3048,6460,,https://twitter.com/JoeBiden/status/1254560894576623616,1254560894576623616,1254560894576623616
"Wealthy firms with ties to Trump got millions, while countless small businesses were turned away. No wonder he wanted no one to watch how the money was deployed.

The American people deserve rigorous oversight — and small businesses deserve relief. Now. https://t.co/UNBLt4g5R9",Sun Apr 26 22:30:00 +0000 2020,2020-04-26 22:30:00+00:00,31353,,['https://www.nbcnews.com/business/economy/firms-trump-links-or-worth-100-million-got-small-business-n1190741?cid=eml_nbn_20200424'],722,,2814,11831,,https://twitter.com/JoeBiden/status/1254538243996921856,1254538243996921856,1254538243996921856
The American people are stepping up and rising to meet this moment. It's time for our president to do the same.,Sun Apr 26 21:10:00 +0000 2020,2020-04-26 21:10:00+00:00,57988,,[],658,,3756,8035,,https://twitter.com/JoeBiden/status/1254518111430197250,1254518111430197250,1254518111430197250
